condition,conv_id,turn_index,n_turns,cosine_semanticL
C4-P2,4166,0,22,0.4996390080565305
C4-P2,4166,1,22,0.7304994679081519
C4-P2,4166,2,22,0.5610422336867226
C4-P2,4166,3,22,0.7914640702585435
C4-P2,4166,4,22,0.7973449790749259
C4-P2,4166,5,22,0.699972776636973
C4-P2,4166,6,22,0.731035235318878
C4-P2,4166,7,22,0.6550124548433017
C4-P2,4166,8,22,0.534461808199457
C4-P2,4166,9,22,0.6619870548889496
C4-P2,4166,10,22,0.6314070654063503
C4-P2,4166,11,22,0.7519302271069817
C4-P2,4166,12,22,0.6227679808623238
C4-P2,4166,13,22,0.5150289805521662
C4-P2,4166,14,22,0.574880197926514
C4-P2,4166,15,22,0.5498122968155582
C4-P2,4166,16,22,0.6348771120315428
C4-P2,4166,17,22,0.5983092690870258
C4-P2,4166,18,22,0.48308699424981616
C2-P0,4688,0,32,0.623806682608857
C2-P0,4688,1,32,0.6066476051308434
C2-P0,4688,2,32,0.4737402073604894
C2-P0,4688,3,32,0.5385105818126993
C2-P0,4688,4,32,0.6052055594556829
C2-P0,4688,5,32,0.48976495655834607
C2-P0,4688,6,32,0.45494757190050605
C2-P0,4688,7,32,0.4918262251074288
C2-P0,4688,8,32,0.7290909387157564
C2-P0,4688,9,32,0.6169381383078867
C2-P0,4688,10,32,0.6506540863123654
C2-P0,4688,11,32,0.5596364234186257
C2-P0,4688,12,32,0.6971539758348506
C2-P0,4688,13,32,0.7184625624906006
C2-P0,4688,14,32,0.5410453008505588
C2-P0,4688,15,32,0.873829964849762
C2-P0,4688,16,32,0.6997050526593127
C2-P0,4688,17,32,0.7567407632541371
C2-P0,4688,18,32,0.6947752206628757
C2-P0,4688,19,32,0.5560943722296291
C2-P0,4688,20,32,0.5020210778704692
C2-P0,4688,21,32,0.8412168771093979
C2-P0,4688,22,32,0.803678875623115
C2-P0,4688,23,32,0.7459795478615431
C2-P0,4688,24,32,0.7012893946199371
C2-P0,4688,25,32,0.6264508614025557
C2-P0,4688,26,32,0.6413589424062651
C2-P0,4688,27,32,0.7280078805442554
C2-P0,4688,28,32,0.7429044434170187
C3-P0,4048,0,27,0.3634743573896937
C3-P0,4048,1,27,0.30105787135325834
C3-P0,4048,2,27,0.5167781173730099
C3-P0,4048,3,27,0.6588991709972539
C3-P0,4048,4,27,0.7112890112468995
C3-P0,4048,5,27,0.6702987477047517
C3-P0,4048,6,27,0.7895221477721546
C3-P0,4048,7,27,0.7784356033926209
C3-P0,4048,8,27,0.7408408689759702
C3-P0,4048,9,27,0.7272650319212008
C3-P0,4048,10,27,0.6763668429644845
C3-P0,4048,11,27,0.7717297491251529
C3-P0,4048,12,27,0.4936369482723899
C3-P0,4048,13,27,0.784105886497567
C3-P0,4048,14,27,0.7350212495258542
C3-P0,4048,15,27,0.4192026910214748
C3-P0,4048,16,27,0.612402534453424
C3-P0,4048,17,27,0.6371602618909565
C3-P0,4048,18,27,0.5999556783675021
C3-P0,4048,19,27,0.634434032491649
C3-P0,4048,20,27,0.6654734509927474
C3-P0,4048,21,27,0.6456338808342772
C3-P0,4048,22,27,0.3335295655105246
C3-P0,4048,23,27,0.608273684163487
C2-P2,4321,0,32,0.6055283564110231
C2-P2,4321,1,32,0.6194177586726488
C2-P2,4321,2,32,0.4714861068492864
C2-P2,4321,3,32,0.3895967653776904
C2-P2,4321,4,32,0.6795565319683874
C2-P2,4321,5,32,0.4868207069535333
C2-P2,4321,6,32,0.42550775680888675
C2-P2,4321,7,32,0.5668788983063093
C2-P2,4321,8,32,0.3566696616103564
C2-P2,4321,9,32,0.6669279339131661
C2-P2,4321,10,32,0.49583718542447064
C2-P2,4321,11,32,0.676448732880322
C2-P2,4321,12,32,0.5344240509583784
C2-P2,4321,13,32,0.49110368151911354
C2-P2,4321,14,32,0.35425682110840095
C2-P2,4321,15,32,0.3469794719475594
C2-P2,4321,16,32,0.5355972076292975
C2-P2,4321,17,32,0.7205056155852905
C2-P2,4321,18,32,0.525904692425346
C2-P2,4321,19,32,0.5753229304165204
C2-P2,4321,20,32,0.6401700531308181
C2-P2,4321,21,32,0.5446449910054559
C2-P2,4321,22,32,0.3309670988387816
C2-P2,4321,23,32,0.40374388646067594
C2-P2,4321,24,32,0.6881076337880623
C2-P2,4321,25,32,0.5774358943488416
C2-P2,4321,26,32,0.4725625847838373
C2-P2,4321,27,32,0.5188350803425861
C2-P2,4321,28,32,0.532355538060141
C3-P2,4108,0,17,0.4874698156212338
C3-P2,4108,1,17,0.5544380129213305
C3-P2,4108,2,17,0.6791032325581352
C3-P2,4108,3,17,0.5860251048924955
C3-P2,4108,4,17,0.5151289514198906
C3-P2,4108,5,17,0.44774861643558217
C3-P2,4108,6,17,0.6362006504321355
C3-P2,4108,7,17,0.5442810379946539
C3-P2,4108,8,17,0.5498207041262864
C3-P2,4108,9,17,0.5744654001049373
C3-P2,4108,10,17,0.5404647530979679
C3-P2,4108,11,17,0.5498391374142573
C3-P2,4108,12,17,0.5247894186867145
C3-P2,4108,13,17,0.5268317226691551
C4-P2,4340,0,32,0.6967109750982943
C4-P2,4340,1,32,0.6473405554077744
C4-P2,4340,2,32,0.6872724583527674
C4-P2,4340,3,32,0.44755842584453465
C4-P2,4340,4,32,0.5478851671254652
C4-P2,4340,5,32,0.6740427006511748
C4-P2,4340,6,32,0.7075843333322926
C4-P2,4340,7,32,0.7335625351577724
C4-P2,4340,8,32,0.7791712364740101
C4-P2,4340,9,32,0.5914733960921834
C4-P2,4340,10,32,0.5825492558854114
C4-P2,4340,11,32,0.6422906728568762
C4-P2,4340,12,32,0.6605002426100092
C4-P2,4340,13,32,0.7148328013699986
C4-P2,4340,14,32,0.6650101379192689
C4-P2,4340,15,32,0.6341946187190508
C4-P2,4340,16,32,0.6964090328944731
C4-P2,4340,17,32,0.6826517889821745
C4-P2,4340,18,32,0.6274413363956208
C4-P2,4340,19,32,0.711859256394598
C4-P2,4340,20,32,0.6894981735089915
C4-P2,4340,21,32,0.6465622566936069
C4-P2,4340,22,32,0.7453364366175825
C4-P2,4340,23,32,0.7389255953009571
C4-P2,4340,24,32,0.7170782485007952
C4-P2,4340,25,32,0.6882132483000624
C4-P2,4340,26,32,0.6470428787791435
C4-P2,4340,27,32,0.6917064451680189
C4-P2,4340,28,32,0.7879878333628649
C3-P0,4372,0,25,0.3670616745052647
C3-P0,4372,1,25,0.555762385189245
C3-P0,4372,2,25,0.6010276659249378
C3-P0,4372,3,25,0.6620050608067576
C3-P0,4372,4,25,0.6487678970056585
C3-P0,4372,5,25,0.7179158898173301
C3-P0,4372,6,25,0.6149402673469335
C3-P0,4372,7,25,0.7122167058219993
C3-P0,4372,8,25,0.6794452281756428
C3-P0,4372,9,25,0.7322862478446285
C3-P0,4372,10,25,0.714016212545968
C3-P0,4372,11,25,0.7296111907407421
C3-P0,4372,12,25,0.6126779246648503
C3-P0,4372,13,25,0.7765928457669986
C3-P0,4372,14,25,0.6578238685500327
C3-P0,4372,15,25,0.6352525189154381
C3-P0,4372,16,25,0.6799319704644158
C3-P0,4372,17,25,0.5752282828661344
C3-P0,4372,18,25,0.6764938731767575
C3-P0,4372,19,25,0.6858718654881837
C3-P0,4372,20,25,0.6308018067477545
C3-P0,4372,21,25,0.6336455534419332
C1-P0,4319,0,24,0.5871567775532307
C1-P0,4319,1,24,0.41067680082322844
C1-P0,4319,2,24,0.5312508539769183
C1-P0,4319,3,24,0.3933955313988632
C1-P0,4319,4,24,0.458620072940939
C1-P0,4319,5,24,0.6053564938704825
C1-P0,4319,6,24,0.5333889535767634
C1-P0,4319,7,24,0.6436908693805458
C1-P0,4319,8,24,0.6160039890510283
C1-P0,4319,9,24,0.5751879032868884
C1-P0,4319,10,24,0.6976277831502716
C1-P0,4319,11,24,0.49739554475896863
C1-P0,4319,12,24,0.5018940042303418
C1-P0,4319,13,24,0.5956248377496876
C1-P0,4319,14,24,0.622717246234379
C1-P0,4319,15,24,0.5919583950584462
C1-P0,4319,16,24,0.7173366737000559
C1-P0,4319,17,24,0.7323607099056598
C1-P0,4319,18,24,0.6269918813508216
C1-P0,4319,19,24,0.6483817315888983
C1-P0,4319,20,24,0.7987958823942675
C2-P1,4382,0,28,0.6327778585817786
C2-P1,4382,1,28,0.7030748702004463
C2-P1,4382,2,28,0.5428653952265138
C2-P1,4382,3,28,0.661227138634553
C2-P1,4382,4,28,0.5234404903340256
C2-P1,4382,5,28,0.3101475195818095
C2-P1,4382,6,28,0.3133209086104207
C2-P1,4382,7,28,0.6599210209819258
C2-P1,4382,8,28,0.48944259516079236
C2-P1,4382,9,28,0.4561026356887531
C2-P1,4382,10,28,0.48541602416616847
C2-P1,4382,11,28,0.567136794435313
C2-P1,4382,12,28,0.46376178159106396
C2-P1,4382,13,28,0.5515327010956398
C2-P1,4382,14,28,0.5052002538828491
C2-P1,4382,15,28,0.4784788063933292
C2-P1,4382,16,28,0.5899340716778928
C2-P1,4382,17,28,0.5616180216962505
C2-P1,4382,18,28,0.4869375538124123
C2-P1,4382,19,28,0.5496132049325113
C2-P1,4382,20,28,0.5863295033568323
C2-P1,4382,21,28,0.7308612780489785
C2-P1,4382,22,28,0.7355539895737739
C2-P1,4382,23,28,0.6721958521232759
C2-P1,4382,24,28,0.6526624973292638
C4-P0,2451,0,32,0.9096435062179572
C4-P0,2451,1,32,0.7815450283238023
C4-P0,2451,2,32,0.5939973415214538
C4-P0,2451,3,32,0.6018413806011478
C4-P0,2451,4,32,0.6934475450731472
C4-P0,2451,5,32,0.6671852943488363
C4-P0,2451,6,32,0.5978691475318137
C4-P0,2451,7,32,0.6823718202884679
C4-P0,2451,8,32,0.6800567177530507
C4-P0,2451,9,32,0.7942957011776345
C4-P0,2451,10,32,0.8292956021979282
C4-P0,2451,11,32,0.6459337871696927
C4-P0,2451,12,32,0.4666531612037075
C4-P0,2451,13,32,0.7211403986098709
C4-P0,2451,14,32,0.7563015302207934
C4-P0,2451,15,32,0.678180831985455
C4-P0,2451,16,32,0.5991615269269587
C4-P0,2451,17,32,0.7374703724558546
C4-P0,2451,18,32,0.6030900890493288
C4-P0,2451,19,32,0.6101642767709439
C4-P0,2451,20,32,0.727890656384717
C4-P0,2451,21,32,0.6511818832686286
C4-P0,2451,22,32,0.5447306751235085
C4-P0,2451,23,32,0.5255438120698959
C4-P0,2451,24,32,0.6447566945524686
C4-P0,2451,25,32,0.6581405941334703
C4-P0,2451,26,32,0.7192982173569109
C4-P0,2451,27,32,0.6553494758092635
C4-P0,2451,28,32,0.61604783279367
C3-P1,4358,0,16,0.7249973123281768
C3-P1,4358,1,16,0.6627340482822552
C3-P1,4358,2,16,0.6056437247005604
C3-P1,4358,3,16,0.5682131657364937
C3-P1,4358,4,16,0.706013361618019
C3-P1,4358,5,16,0.6633130362907672
C3-P1,4358,6,16,0.6205513611709259
C3-P1,4358,7,16,0.4391780180248003
C3-P1,4358,8,16,0.4025747176434329
C3-P1,4358,9,16,0.5639216427688518
C3-P1,4358,10,16,0.45878837341148193
C3-P1,4358,11,16,0.4503403188423283
C3-P1,4358,12,16,0.6142903298824421
C4-P0,4358,0,32,0.7307801086765158
C4-P0,4358,1,32,0.5652159092352852
C4-P0,4358,2,32,0.6535436433702235
C4-P0,4358,3,32,0.6157539385825801
C4-P0,4358,4,32,0.6784102592843025
C4-P0,4358,5,32,0.7799209583968884
C4-P0,4358,6,32,0.6218566728551077
C4-P0,4358,7,32,0.6392527179339438
C4-P0,4358,8,32,0.6783329873267518
C4-P0,4358,9,32,0.6480719870029572
C4-P0,4358,10,32,0.6739141195285057
C4-P0,4358,11,32,0.6984580350989859
C4-P0,4358,12,32,0.5817459676311554
C4-P0,4358,13,32,0.7260729290759881
C4-P0,4358,14,32,0.6871929215235423
C4-P0,4358,15,32,0.7211803137520114
C4-P0,4358,16,32,0.6319101707669202
C4-P0,4358,17,32,0.7817516352369943
C4-P0,4358,18,32,0.7133410607229782
C4-P0,4358,19,32,0.6944724574847628
C4-P0,4358,20,32,0.6320481760079119
C4-P0,4358,21,32,0.7704135275912863
C4-P0,4358,22,32,0.720520316853205
C4-P0,4358,23,32,0.7551994217760082
C4-P0,4358,24,32,0.6802526023577274
C4-P0,4358,25,32,0.8341625608691287
C4-P0,4358,26,32,0.5867667384211074
C4-P0,4358,27,32,0.7671605233394665
C4-P0,4358,28,32,0.7294909928548461
C3-P1,4048,0,17,0.644368277893888
C3-P1,4048,1,17,0.44382262402364125
C3-P1,4048,2,17,0.6849571654019682
C3-P1,4048,3,17,0.6450639677451739
C3-P1,4048,4,17,0.7267069367382107
C3-P1,4048,5,17,0.5801702637703264
C3-P1,4048,6,17,0.7651150796399201
C3-P1,4048,7,17,0.6936861691412309
C3-P1,4048,8,17,0.6949225047062451
C3-P1,4048,9,17,0.8765123719101376
C3-P1,4048,10,17,0.6995905440455591
C3-P1,4048,11,17,0.6318923533702976
C3-P1,4048,12,17,0.6825166403132042
C3-P1,4048,13,17,0.5422700373996975
C1-P0,4619,0,16,0.5274766293899515
C1-P0,4619,1,16,0.6517737546661067
C1-P0,4619,2,16,0.6386203409780912
C1-P0,4619,3,16,0.7313538637446484
C1-P0,4619,4,16,0.6368946205944669
C1-P0,4619,5,16,0.6515308492496328
C1-P0,4619,6,16,0.6980074075994528
C1-P0,4619,7,16,0.6981249379923967
C1-P0,4619,8,16,0.6658774456720354
C1-P0,4619,9,16,0.8307737640335605
C1-P0,4619,10,16,0.7606426126681137
C1-P0,4619,11,16,0.7529338158722239
C1-P0,4619,12,16,0.669350304801803
C1-P0,4619,13,16,0.6722593423904284
C3-P0,4617,0,14,0.24223902179268242
C3-P0,4617,1,14,0.4837733489819247
C3-P0,4617,2,14,0.4670037404798999
C3-P0,4617,3,14,0.5719960874843056
C3-P0,4617,4,14,0.7256145008194814
C3-P0,4617,5,14,0.5439897825300628
C3-P0,4617,6,14,0.7442534115337408
C3-P0,4617,7,14,0.6402345550500771
C3-P0,4617,8,14,0.6250114971871534
C3-P0,4617,9,14,0.3948555666817464
C3-P0,4617,10,14,0.7402390012905041
C4-P1,4333,0,21,0.647167632974908
C4-P1,4333,1,21,0.8334793321654401
C4-P1,4333,2,21,0.8175906714179116
C4-P1,4333,3,21,0.6882045026335879
C4-P1,4333,4,21,0.6640347353878524
C4-P1,4333,5,21,0.775033865368225
C4-P1,4333,6,21,0.6722816644039382
C4-P1,4333,7,21,0.7342958851922784
C4-P1,4333,8,21,0.6678821570179319
C4-P1,4333,9,21,0.6296996653283767
C4-P1,4333,10,21,0.675454395976198
C4-P1,4333,11,21,0.6784330138067742
C4-P1,4333,12,21,0.7152597499740901
C4-P1,4333,13,21,0.5762338759674456
C4-P1,4333,14,21,0.615623507974885
C4-P1,4333,15,21,0.5361779379378318
C4-P1,4333,16,21,0.5670762865951716
C4-P1,4333,17,21,0.33621165135052533
C3-P1,4171,0,20,0.6832815738842533
C3-P1,4171,1,20,0.5491179776119138
C3-P1,4171,2,20,0.6910736878667972
C3-P1,4171,3,20,0.7063176026555514
C3-P1,4171,4,20,0.7560875167285079
C3-P1,4171,5,20,0.6582913421940526
C3-P1,4171,6,20,0.7055304951122005
C3-P1,4171,7,20,0.6327732293511388
C3-P1,4171,8,20,0.49270783950579167
C3-P1,4171,9,20,0.5051777271417942
C3-P1,4171,10,20,0.668186779983925
C3-P1,4171,11,20,0.7981626300696902
C3-P1,4171,12,20,0.5524077835465051
C3-P1,4171,13,20,0.4314397285113518
C3-P1,4171,14,20,0.5894774583285846
C3-P1,4171,15,20,0.58965527679989
C3-P1,4171,16,20,0.3163382566943431
C4-P2,2095,0,23,0.5728011290305831
C4-P2,2095,1,23,0.8036789711539031
C4-P2,2095,2,23,0.7030598548579372
C4-P2,2095,3,23,0.7117791857228164
C4-P2,2095,4,23,0.7954174864838828
C4-P2,2095,5,23,0.6585362959204543
C4-P2,2095,6,23,0.6600232650146133
C4-P2,2095,7,23,0.7817119766944324
C4-P2,2095,8,23,0.5307221147577962
C4-P2,2095,9,23,0.683202039360631
C4-P2,2095,10,23,0.6065157623389131
C4-P2,2095,11,23,0.7010929501366537
C4-P2,2095,12,23,0.8061543991931863
C4-P2,2095,13,23,0.7376967743119017
C4-P2,2095,14,23,0.6582519171726943
C4-P2,2095,15,23,0.6008217269411861
C4-P2,2095,16,23,0.7592649985311416
C4-P2,2095,17,23,0.7028176286832172
C4-P2,2095,18,23,0.6582886961538899
C4-P2,2095,19,23,0.6247449518599201
C4-P2,4320,0,14,0.49611241199382494
C4-P2,4320,1,14,0.6363511272453092
C4-P2,4320,2,14,0.7086353070085606
C4-P2,4320,3,14,0.6732977753335667
C4-P2,4320,4,14,0.7807042971082334
C4-P2,4320,5,14,0.6559072333605915
C4-P2,4320,6,14,0.5679356973608334
C4-P2,4320,7,14,0.45169720540403024
C4-P2,4320,8,14,0.5725568681143944
C4-P2,4320,9,14,0.4115815565096459
C4-P2,4320,10,14,0.5366870828459539
C4-P0,4321,0,18,0.5330512968696911
C4-P0,4321,1,18,0.525669597825279
C4-P0,4321,2,18,0.6853729581135738
C4-P0,4321,3,18,0.6731946095563324
C4-P0,4321,4,18,0.673277310163075
C4-P0,4321,5,18,0.5723004778935304
C4-P0,4321,6,18,0.7267215128883052
C4-P0,4321,7,18,0.6686892283859875
C4-P0,4321,8,18,0.7975958159767322
C4-P0,4321,9,18,0.7386632983045593
C4-P0,4321,10,18,0.7893625152801867
C4-P0,4321,11,18,0.7476247705365829
C4-P0,4321,12,18,0.688231927711063
C4-P0,4321,13,18,0.5330588642050624
C4-P0,4321,14,18,0.6821857879296058
C4-P1,4372,0,14,0.34187543885509974
C4-P1,4372,1,14,0.6226971812382386
C4-P1,4372,2,14,0.6715975214400824
C4-P1,4372,3,14,0.7466136855346602
C4-P1,4372,4,14,0.5360438973405799
C4-P1,4372,5,14,0.5668165243896106
C4-P1,4372,6,14,0.6175077793744367
C4-P1,4372,7,14,0.7838965095206003
C4-P1,4372,8,14,0.46533793133302037
C4-P1,4372,9,14,0.5596690769051434
C4-P1,4372,10,14,0.544924090593407
C3-P1,4330,0,11,0.5660468177029976
C3-P1,4330,1,11,0.5256433448033276
C3-P1,4330,2,11,0.5514062882011184
C3-P1,4330,3,11,0.5783562983707926
C3-P1,4330,4,11,0.5971581744744647
C3-P1,4330,5,11,0.5819537453401308
C3-P1,4330,6,11,0.570817612680825
C3-P1,4330,7,11,0.599414836448257
C3-P2,4358,0,7,0.6544745522618228
C3-P2,4358,1,7,0.6750027911580442
C3-P2,4358,2,7,0.6188450302089453
C3-P2,4358,3,7,0.6742172003740022
C2-P2,4109,0,32,0.6127418648632271
C2-P2,4109,1,32,0.5931774319041075
C2-P2,4109,2,32,0.5640636447558344
C2-P2,4109,3,32,0.47061032196709507
C2-P2,4109,4,32,0.48147502226320893
C2-P2,4109,5,32,0.5132980459698966
C2-P2,4109,6,32,0.6049912755862856
C2-P2,4109,7,32,0.6073976901824478
C2-P2,4109,8,32,0.6317732256460123
C2-P2,4109,9,32,0.5185393738940279
C2-P2,4109,10,32,0.6173932010344342
C2-P2,4109,11,32,0.5373206482000864
C2-P2,4109,12,32,0.66303060480551
C2-P2,4109,13,32,0.4684362540464345
C2-P2,4109,14,32,0.6654924952301328
C2-P2,4109,15,32,0.6274560750283429
C2-P2,4109,16,32,0.5717237143096026
C2-P2,4109,17,32,0.8364556983084486
C2-P2,4109,18,32,0.6232093063565208
C2-P2,4109,19,32,0.6191174198057358
C2-P2,4109,20,32,0.5877464350653363
C2-P2,4109,21,32,0.5875059751253902
C2-P2,4109,22,32,0.41678349662165703
C2-P2,4109,23,32,0.23850684391273325
C2-P2,4109,24,32,0.43901914239858186
C2-P2,4109,25,32,0.6250789469247301
C2-P2,4109,26,32,0.5019661275291484
C2-P2,4109,27,32,0.32963464134871723
C2-P2,4109,28,32,0.2816319932949234
C2-P2,4327,0,32,0.6401125647199148
C2-P2,4327,1,32,0.6874970879436897
C2-P2,4327,2,32,0.8147832528605893
C2-P2,4327,3,32,0.5123729404886666
C2-P2,4327,4,32,0.4165583795175338
C2-P2,4327,5,32,0.48746952823953893
C2-P2,4327,6,32,0.6573920849579988
C2-P2,4327,7,32,0.5662366209057368
C2-P2,4327,8,32,0.39780041823719237
C2-P2,4327,9,32,0.23660755039197134
C2-P2,4327,10,32,0.4214267020271951
C2-P2,4327,11,32,0.3602864886599231
C2-P2,4327,12,32,0.38534141751216666
C2-P2,4327,13,32,0.3247521351973366
C2-P2,4327,14,32,0.29971785528524586
C2-P2,4327,15,32,0.3079930752776503
C2-P2,4327,16,32,0.27785844040814567
C2-P2,4327,17,32,0.41887381190303974
C2-P2,4327,18,32,0.41879482145398716
C2-P2,4327,19,32,0.2877665625014074
C2-P2,4327,20,32,0.46068928073748583
C2-P2,4327,21,32,0.7911382561437038
C2-P2,4327,22,32,0.49156516296467545
C2-P2,4327,23,32,0.4836713224244573
C2-P2,4327,24,32,0.6696042752248416
C2-P2,4327,25,32,0.7598468121818598
C2-P2,4327,26,32,0.5145568668172211
C2-P2,4327,27,32,0.6639034317786852
C2-P2,4327,28,32,0.5253082570564634
C3-P2,4628,0,17,0.611547276532423
C3-P2,4628,1,17,0.5186744520185982
C3-P2,4628,2,17,0.6824016783664065
C3-P2,4628,3,17,0.719283659301133
C3-P2,4628,4,17,0.7609661850556468
C3-P2,4628,5,17,0.6376293112582404
C3-P2,4628,6,17,0.8550640119750825
C3-P2,4628,7,17,0.5302768156399903
C3-P2,4628,8,17,0.6538676128571063
C3-P2,4628,9,17,0.6834631862304645
C3-P2,4628,10,17,0.8061237287141387
C3-P2,4628,11,17,0.7130595254063724
C3-P2,4628,12,17,0.6234029961502126
C3-P2,4628,13,17,0.5364744320521103
C3-P0,4177,0,29,0.7798341542096024
C3-P0,4177,1,29,0.5928330265126032
C3-P0,4177,2,29,0.683933433115992
C3-P0,4177,3,29,0.6674406632964108
C3-P0,4177,4,29,0.6027723873126287
C3-P0,4177,5,29,0.6105133669323621
C3-P0,4177,6,29,0.6734244401242848
C3-P0,4177,7,29,0.6446618003438271
C3-P0,4177,8,29,0.6096393227288289
C3-P0,4177,9,29,0.5786638899562693
C3-P0,4177,10,29,0.6571349310674233
C3-P0,4177,11,29,0.594293531696169
C3-P0,4177,12,29,0.7252268041846985
C3-P0,4177,13,29,0.6815590673865357
C3-P0,4177,14,29,0.5683165938137081
C3-P0,4177,15,29,0.6733122316384144
C3-P0,4177,16,29,0.42315229433021384
C3-P0,4177,17,29,0.5466974692907388
C3-P0,4177,18,29,0.6705644268089523
C3-P0,4177,19,29,0.5946029260594048
C3-P0,4177,20,29,0.682015708655462
C3-P0,4177,21,29,0.5862969043834431
C3-P0,4177,22,29,0.5840011967846944
C3-P0,4177,23,29,0.7324095102869569
C3-P0,4177,24,29,0.590721888955814
C3-P0,4177,25,29,0.5341924672682493
C4-P2,4333,0,16,0.5913676872306173
C4-P2,4333,1,16,0.5779468593639777
C4-P2,4333,2,16,0.6441915608002965
C4-P2,4333,3,16,0.638204817836171
C4-P2,4333,4,16,0.6611294434249263
C4-P2,4333,5,16,0.6505631640342385
C4-P2,4333,6,16,0.8152870578822404
C4-P2,4333,7,16,0.6704728644237444
C4-P2,4333,8,16,0.6900922525173077
C4-P2,4333,9,16,0.6567108536221696
C4-P2,4333,10,16,0.7435513543067619
C4-P2,4333,11,16,0.4183619149408335
C4-P2,4333,12,16,0.6246848892413754
C4-P0,4109,0,32,0.4388213478759876
C4-P0,4109,1,32,0.697659684667019
C4-P0,4109,2,32,0.5782260748370283
C4-P0,4109,3,32,0.7033637491892261
C4-P0,4109,4,32,0.6824836496191852
C4-P0,4109,5,32,0.7129549568921302
C4-P0,4109,6,32,0.7672012093564675
C4-P0,4109,7,32,0.711418459043406
C4-P0,4109,8,32,0.698759966396169
C4-P0,4109,9,32,0.716163991901571
C4-P0,4109,10,32,0.8249378903721514
C4-P0,4109,11,32,0.6947979605889001
C4-P0,4109,12,32,0.6674196175533651
C4-P0,4109,13,32,0.6617834452613304
C4-P0,4109,14,32,0.7051080682443007
C4-P0,4109,15,32,0.6867886798959679
C4-P0,4109,16,32,0.6563998585949412
C4-P0,4109,17,32,0.7537527482205539
C4-P0,4109,18,32,0.7292579792298062
C4-P0,4109,19,32,0.5026981732976065
C4-P0,4109,20,32,0.7369526521497988
C4-P0,4109,21,32,0.6849263867931626
C4-P0,4109,22,32,0.763590500070925
C4-P0,4109,23,32,0.7079746943451456
C4-P0,4109,24,32,0.6834606747668439
C4-P0,4109,25,32,0.7272691526364577
C4-P0,4109,26,32,0.7759000987499418
C4-P0,4109,27,32,0.5177563607681772
C4-P0,4109,28,32,0.5199347906946588
SB,4646,0,53,0.7053357192701122
SB,4646,1,53,0.7768256228793832
SB,4646,2,53,0.578105983735935
SB,4646,3,53,0.6327919908111214
SB,4646,4,53,0.8581918708385784
SB,4646,5,53,0.9136206841435233
SB,4646,6,53,0.8390892073846087
SB,4646,7,53,0.8086397720355262
SB,4646,8,53,0.873396462946271
SB,4646,9,53,0.644269132422133
SB,4646,10,53,0.6119558319605367
SB,4646,11,53,0.762048971206387
SB,4646,12,53,0.6669800593498918
SB,4646,13,53,0.7536745505405053
SB,4646,14,53,0.7239362066732763
SB,4646,15,53,0.7739330710336181
SB,4646,16,53,0.8532182865949678
SB,4646,17,53,0.8370309302662355
C1-P0,4108,0,18,0.4654051612733976
C1-P0,4108,1,18,0.705450434407577
C1-P0,4108,2,18,0.7043262582138894
C1-P0,4108,3,18,0.816303886865788
C1-P0,4108,4,18,0.6844808127861565
C1-P0,4108,5,18,0.5629559930777636
C1-P0,4108,6,18,0.72690698634977
C1-P0,4108,7,18,0.7057012440061584
C1-P0,4108,8,18,0.5619391310362333
C1-P0,4108,9,18,0.630695224812245
C1-P0,4108,10,18,0.35375189894975123
C1-P0,4108,11,18,0.5540851461589479
C1-P0,4108,12,18,0.7142779377826718
C1-P0,4108,13,18,0.6557667566279063
C1-P0,4108,14,18,0.5719006227825669
C1-P0,4108,15,18,0.7495938437307109
C3-P1,4611,0,22,0.7240178977064328
C3-P1,4611,1,22,0.5589019514120175
C3-P1,4611,2,22,0.6440491297043609
C3-P1,4611,3,22,0.6388240921188373
C3-P1,4611,4,22,0.6320713927639704
C3-P1,4611,5,22,0.79944252115419
C3-P1,4611,6,22,0.7191065944012519
C3-P1,4611,7,22,0.6435537312735197
C3-P1,4611,8,22,0.676626809811887
C3-P1,4611,9,22,0.7354814871385386
C3-P1,4611,10,22,0.6825967166977929
C3-P1,4611,11,22,0.5339518212264609
C3-P1,4611,12,22,0.5181479855763349
C3-P1,4611,13,22,0.7807108016176746
C3-P1,4611,14,22,0.6829822390167848
C3-P1,4611,15,22,0.8093640221894425
C3-P1,4611,16,22,0.6178780978347825
C3-P1,4611,17,22,0.746228086212204
C3-P1,4611,18,22,0.6638289683845044
SB,4353,0,113,0.1871056967307454
SB,4353,1,113,0.368902320496153
SB,4353,2,113,0.0
SB,4353,3,113,0.0
SB,4353,4,113,0.5690868770924895
SB,4353,5,113,0.40903131092524736
SB,4353,6,113,0.48534629216779845
SB,4353,7,113,0.0
SB,4353,8,113,0.0
SB,4353,9,113,0.23200886605535387
SB,4353,10,113,0.19106104301205384
SB,4353,11,113,0.5622811191645374
SB,4353,12,113,0.6432579519072483
SB,4353,13,113,0.6874748992698669
SB,4353,14,113,0.6664588662160603
SB,4353,15,113,0.7901186718339386
SB,4353,16,113,0.6623487561443742
SB,4353,17,113,0.6664147698468318
SB,4353,18,113,0.09982233736306667
SB,4353,19,113,0.35122009438831403
SB,4353,20,113,0.7900079647747377
SB,4353,21,113,0.0
SB,4353,22,113,0.0
SB,4353,23,113,0.7189751308407039
SB,4353,24,113,0.3483182225640278
SB,4353,25,113,0.28706604356651866
